Country,Country Code,Series,Series Code,1987 [1987],1988 [1988],1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023]
EMDE East Asia and Pacific,EAA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,1066710.77310207,1077183.7087528,1326832.77847519,1525625.17522103,1594687.14405601,1413340.7615621,1562591.72573981,1704214.56817757,1815666.74957247,2012449.10710422,2274437.29671387,2636200.56134352,3042235.67174301,3665975.84207324,4639438.58268109,5870093.6855459,6342450.74480212,7644366.10896881,9344674.16683465,10429521.2467727,11586103.0136348,12378786.7110162,12829547.9470652,13187823.2099916,14429375.9315985,16149216.6918731,16672835.1539843,16923690.0498349,20270644.9775276,20646634.517187,5292399.58775918
EMDE Europe and Central Asia,ECH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,2093179.82846768,2156030.16867835,2126944.14489762,2177465.58090143,2344372.63702636,2393721.21565498,2511239.31647247,2665504.56139152,2870292.65279925,3051770.33521252,3278245.18412696,3511032.35255199,3656165.52814874,3456283.69799026,3617452.03957897,3821437.08376618,3940891.03525685,4067113.19670322,4154739.80224111,4213515.83161827,4286411.243682,4466460.95134978,4621732.64545929,4734178.23349346,4673986.76433289,4999292.30475649,5081088.25273833,1282921.67405238
EMDE Europe and Central Asia,ECH,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,761361.001430293,919904.066727532,1036388.88439221,1070143.76244439,1013698.46789547,834364.056443725,929114.596730424,947767.896609041,1062250.52635444,1315253.39605547,1703845.74808479,2122217.24212279,2551961.74010136,3281151.80784297,4063775.70349969,3180496.49772305,3718654.29076142,4374711.41167147,4536044.20938839,4812867.57685309,4578655.57116947,3559447.83639665,3459998.09658449,3887334.68898505,4055015.58006795,4126590.45116187,3868352.85939581,4567074.59837239,5100592.14187909,1339090.46340751
EMDE Latin America and the Caribbean,LAP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,4684644.40603176,4702779.26166176,4753569.87594471,4913079.92003067,2483708.24433199,2533546.0449175,2636610.8933693,2781795.80225909,2784926.34243742,2886800.6832781,3041405.32107858,3116375.12543616,3133666.50303644,3252687.71145048,3269045.16192979,3294135.79021339,3369571.42519657,3534604.09997651,3675787.01134567,3852878.17285753,4052849.81757163,4204500.79549983,4136034.03421629,4416814.59410076,4620227.97819392,4733927.59523314,4878219.68763378,4946240.90506461,4943635.70886707,4912594.80121561,5012111.39717392,5098237.37334644,5137265.77292935,4825370.98848511,5154913.18529243,5334275.4460483,1358064.44482455
EMDE Latin America and the Caribbean,LAP,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,4072856.38417582,1766167.95097355,1933345.23864539,2114442.20567764,2120255.74297738,1877513.82216975,2046574.27499778,1983696.09697203,1761235.27224588,1794319.17653217,2041562.40701215,2484952.90488366,2908172.14131901,3443077.17744776,4009189.80588887,3716885.50298656,4640656.84983998,5425667.68068209,5449237.15736498,5619732.0786518,5596499.68232219,4781642.27249788,4591650.7119349,5124907.75072687,5014122.41894957,4894386.77936278,4135266.38164839,4754076.02825842,5386666.31752555,1429702.45261302
EMDE Middle East and North Africa,MNH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1195021.33084921,1251931.6927186,1284935.09874111,1329999.09840163,1380875.3355049,1416633.22142267,1434728.37101388,1481929.85820846,1513006.2204448,1455247.8148353,1530350.85877495,1625601.8389861,412509.942924406
EMDE Middle East and North Africa,MNH,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729716.927025248,834295.196838448,1026262.84914784,953551.287848735,1109209.3424589,1325170.53073209,1437800.0003671,1463871.68704707,1510230.42597559,1360837.09322289,1327260.6981662,1311855.80695682,1523144.86870042,1580690.54225696,1482090.67466752,1723275.63977931,1979926.35462616,0
EMDE South Asia,SAP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,648777.230748245,687846.093301056,735518.733932815,777218.045888178,807451.788551057,844681.394652819,902800.829861117,972659.3282736,1060450.08234083,1159528.29823272,1276148.51652764,1355610.17381074,1425014.49818028,1580555.15613816,1703859.88227786,1804782.28829207,1914173.23895166,2047052.82409569,2192647.22840256,2387370.29332114,2533496.46495934,2713863.58972113,2834711.11825339,2659675.64254909,2895864.05481629,3080153.08223994,797619.587030745
EMDE South Asia,SAP,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,423669.038293215,427442.665673617,456780.51235746,479719.150646554,491137.590695652,514463.103856963,596040.622992616,694923.119415996,812926.71716812,916942.27612795,1172982.88026002,1292472.18481614,1272434.63818564,1636746.52489525,1883357.90789087,1877333.77928536,1942332.58508917,2086237.14768959,2173317.79904245,2315796.83299245,2649048.79312217,2827110.01779005,2894525.57509609,2682360.36940882,3162877.68195676,3457838.37406325,875403.470947482
EMDE Sub-Saharan Africa,SSP,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895985.796284367,928689.503061664,965806.973805458,1003700.19462355,1025636.57004139,1025427.29432349,1041558.98790228,1065875.10601364,1085215.88522156,1049642.06705672,1095900.5262809,1127923.44401721,284512.847596136
EMDE Sub-Saharan Africa,SSP,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990729.814095844,1025238.42565751,1057178.51718992,1073948.48960898,971472.035177286,891949.454598693,897530.875407294,953120.738560566,989627.08717509,939790.821916538,1069633.79988117,1096032.30922424,264588.073089759
Emerging Market and Developing Economies,EMD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,7472053.99935108,7963859.35107508,8338211.65624655,8820656.56158134,9455545.00646955,9615033.95287173,9931979.09528534,10528407.2083509,10877608.2940568,11455190.8226902,12117202.8861534,12984598.4829445,13894426.4534204,15006620.3379953,16303039.0692206,17270238.8303532,17581994.8476362,18955276.7191749,20230467.8264597,21257560.4947765,22329883.986255,23334387.5042833,24260854.8063392,25214739.915558,26414601.4051157,27676042.0770757,28728422.60785,28198453.6201761,30289199.6865353,31360077.3072522,8061883.94777292
Emerging Market and Developing Economies,EMD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,4205605.79930891,4865694.39875972,5417743.93305721,5869591.67856066,5598641.49634418,5351439.30882201,5811741.11110128,5884813.55286128,6061117.99284274,6816873.4012522,8077455.79866338,9615052.35680739,11349758.1811114,14049825.1577512,16997160.6207863,16198091.2481356,19643853.9005353,23344311.511907,24755174.8188361,26482085.4584659,27224358.027782,25676264.9834023,25774479.0042683,28300053.8467967,30521730.3159416,31158655.5890372,30031551.1568719,35549788.6462251,37659091.3356294,9690853.6084125
Equatorial Guinea,GNQ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Equatorial Guinea,GNQ,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Eritrea,ERI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Estonia,EST,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,10519.3312515437,11027.6944995908,12468.03807685,13040.5581545901,12973.6712470377,14253.8502565525,15105.0657824276,16137.1489664801,17395.828612853,18545.7601578311,20278.67707901,22281.8717082578,23888.1812687125,22787.049865469,19536.2096545296,19941.5124633888,21353.6452361021,22058.3465835291,22360.8164596886,22984.8667570227,23511.0892643992,24235.583676306,25557.6238796631,26542.9544803754,27500.1880297859,27370.7368379583,29573.568410666,29271.8948072154,7159.40167947726
Estonia,EST,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,3793.67912563192,4743.93505776521,5162.29107719395,5685.95537308569,5760.87823330517,5688.57696173388,6255.26828591673,7409.19220444039,9906.54228901364,12171.9913936525,14079.8652046699,17043.0660691446,22473.0711976955,24453.2957160178,19697.131047037,19542.5874967802,23205.0200262228,23037.8397511522,25122.0423214369,26609.1790477474,22896.44958165,24043.5677197188,26905.5544366683,30573.9393924819,31041.2568459739,31325.3670427828,37067.1111591256,38001.7313067521,10176.88340508
Ethiopia,ETH,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Ethiopia,ETH,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Europe and Central Asia developing,ECA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,1596298.89199628,1643585.25422506,1596583.48494522,1630049.71965756,1775545.30909324,1809673.85817444,1908301.93823979,2042760.2348015,2209611.91090293,2365221.67699561,2549415.38486917,2740741.56080173,2848727.54399114,2655703.73416584,2805114.48256478,2973644.30696257,3082583.16489882,3199167.1303382,3255547.23547332,3281802.06928437,3327892.7558625,3455042.76938153,3555551.17513234,3622421.52276047,3592781.45341154,3846823.6849338,3870577.48366069,976198.856666789
Europe and Central Asia developing,ECA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,577495.720218414,697751.343382017,799623.068753346,834547.889935456,750363.926254351,575931.07648361,669954.83614991,657608.69672767,747383.492063022,953254.52754303,1266268.93293343,1603828.41470739,1969655.68798834,2536046.50575818,3151313.16301418,2431513.26288023,2937522.28787523,3509900.04155358,3727116.02052777,3963397.14294132,3691837.65759867,2779156.29511622,2674959.89936902,3005986.93758002,3064665.46767787,3116936.87895102,2859260.59124366,3420152.69117869,3931700.50406886,1013624.13154596
Faeroe Islands,FRO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faeroe Islands,FRO,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,157883.054484432,166021.419535487,175014.128790997,172660.999710624,162498.477198153,157145.323353861,156103.170725151,162286.11865308,169138.05737329,175345.555422036,186367.332163125,196532.309687679,205142.037058433,216951.87267777,222613.130538323,226411.034228816,230947.89655592,240167.694428993,246840.417267234,256785.671210469,270392.575673659,272517.388630428,250513.115341556,258491.904607297,265078.702022676,261372.86128525,259017.277192795,258069.642529233,259476.364452085,266771.432853054,275291.552282823,278426.602711239,281834.159480731,275194.579305594,283768.709001163,288314.163870553,72106.1598535581
Finland,FIN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,79944.6410848364,92284.4417204584,96919.8123459731,118104.855111546,109778.004688472,112207.656483036,102121.892913491,109433.47821358,130680.285719301,131814.431913167,125317.998825911,134274.809154683,135309.283759889,125889.491208304,129537.232398334,140430.333672597,171750.456005968,197482.303526195,204902.823391411,217247.214364484,256621.84039639,285587.293159193,253222.655029685,249458.533367572,275539.884911223,258539.478547561,271417.731477402,274868.311674136,234682.576878759,240584.487264467,255745.93414613,275884.221463977,268575.722166702,271718.510420094,296871.126985049,282827.764999453,74862.7389970271
France,FRA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,1749495.32873226,1829829.23011509,1912780.77987736,1968049.03708265,1989499.13748331,2019087.86545964,2005284.7530913,2053926.5065056,2099338.05524455,2127235.27744066,2177361.25077365,2255711.32016131,2329806.71436573,2426077.70948612,2472928.30045601,2502014.75884481,2523098.12272124,2586974.05820167,2632195.5949009,2701976.51992357,2766387.94387958,2770399.45680219,2693233.30858514,2741764.77529106,2802871.58426247,2813211.95973902,2832625.0779236,2859928.34640112,2889913.04352318,2918401.56192683,2990026.79961481,3044501.78977314,3101904.02834766,2863769.77861684,3046284.97968441,3122918.29693692,783703.993471476
France,FRA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,999533.048776625,1098201.27223556,1114140.47912759,1369607.17998442,1379548.13698831,1496777.33488815,1360261.98773801,1420957.1004703,1616673.52501594,1617645.83413193,1463286.91461367,1507119.14282764,1492461.5039987,1366491.30434238,1378658.44535679,1503537.31034311,1848087.66873697,2116076.60077521,2194837.63189724,2324733.54143521,2664226.15966274,2927905.82053981,2699892.88899769,2643385.42605525,2862815.87445695,2685960.3423914,2815570.13790462,2859233.76488904,2442151.81754399,2469731.32437093,2598768.09348658,2794323.66469011,2732446.19773211,2647349.48630938,2957711.30142859,2777302.88242574,736785.315494268
French Polynesia,PYF,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gambia The,GMB,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gambia The,GMB,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Georgia,GEO,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7691.67577140878,8154.23633893352,8936.30328946518,9766.9618923084,10986.7975217913,11303.2010629004,10865.4730368669,12175.4989033704,13086.3044710059,13960.1334385919,14472.9405914453,15139.8104395157,15610.0686195689,16064.218361543,16837.3690590378,17658.890117823,18532.2173588912,17354.8832032616,19081.2133631265,21030.7832826843,5534.81400633608
Georgia,GEO,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,3155.15163113236,3602.64999384716,3718.46135193697,2902.54288046328,3146.91445974863,3310.61114349638,3492.99558946234,4105.63059812395,5279.56605831966,6576.62330811391,7961.91422228824,10425.6016993745,13172.5864903049,11051.9712569916,12189.6856124127,15087.7925705847,16471.9063031086,17139.2938462458,17613.8153529284,14945.0639608905,15155.3785426039,16261.1001560151,17641.2419452556,17428.4615000265,15853.7207543297,18582.4359507322,24657.874121991,7310.17615879695
Germany,DEU,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,2366921.2890892,2448172.93534975,2547572.61058985,2686762.76398611,2836079.08393879,2878688.05429768,2850044.01136859,2920238.49591075,2967272.88162867,2992524.53122777,3048333.22751347,3102994.12154465,3157259.66146596,3256174.70908749,3315375.79870316,3309866.34788154,3286438.42853126,3309470.99377166,3339262.83895525,3472688.47436222,3580071.75195032,3604647.4735551,3401346.18756556,3538801.88422169,3680007.06824253,3702682.53944819,3723024.14606969,3805347.07443444,3852483.48701943,3934895.68889286,4052315.85952869,4093088.34628037,4137521.04688808,3969406.2766783,4072070.81166455,4148999.06943313,1031733.93985747
Germany,DEU,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,1286345.68839661,1377253.73051756,1385396.88807237,1759653.39787781,2008917.70425161,2250861.78389329,2083841.34331392,2203479.98901508,2512722.42180484,2482528.87157317,2222179.4999541,2242209.3036939,2191053.3787845,1947907.501808,1948461.46772922,2082301.50215616,2506563.06310024,2804526.53408809,2842791.54097627,2997949.55952005,3432137.64332392,3738490.67807955,3406742.29567957,3392862.26126859,3742992.44698599,3531841.2038324,3740821.22581047,3894535.31663038,3356631.3314247,3461181.90288165,3697221.30694334,3982413.39884574,3895920.88178861,3880399.29321429,4250565.39339469,4067401.82252512,1073441.64309538
Ghana,GHA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30959.4095878348,33067.6459805253,35732.1185470132,36727.0017747316,40652.364416898,46524.7738716996,51129.6871204926,53388.9836933989,55564.6026154568,57796.1534409765,58229.5155906334,62779.8181620306,67149.5531710708,71183.69675934,73121.9353982017,75281.2591987786,78406.83966231,20033.3104304797
Ghana,GHA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26048.9777099505,31485.1578086088,35648.0429751314,32694.4676746354,41063.6660004876,49506.8155136974,51729.9661936186,60146.0707459731,51851.0129788193,48507.5163305154,55552.4469911964,59788.1519081071,66030.6905509497,65992.0163001503,68212.6111444104,77744.4930073748,69642.9245960063,15921.8040197866
Greece,GRC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,216328.073593949,222584.060706207,232800.795751072,241843.553710876,249015.641873734,259087.054512438,269946.342549248,280664.582368313,296949.240235111,311213.631710385,313642.795460419,331151.295943803,341655.826342044,340828.058518719,326141.947119685,308425.436133366,277132.678006827,257091.008521941,250625.586177275,252026.095248409,251383.542256465,250182.495311433,252829.642670708,256749.073448622,261356.64856159,238662.132799541,258017.082678845,273438.354485514,69072.3095398268
Greece,GRC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,125876.183861886,135259.87639089,131289.199559339,140791.895937526,144745.712964868,132718.3040157,137387.167417273,155582.859896923,202321.864207111,243198.303137841,248810.400561293,273074.925363452,315816.633641895,353476.249997944,328486.755293004,298329.051286432,284103.427564618,242439.133103929,239042.257820906,235756.224740985,195559.286183957,193106.170858561,199825.001645438,211787.662981666,204686.381136956,189331.096903508,214995.942766518,217915.161937668,57935.9805030414
Greenland,GRL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greenland,GRL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guatemala,GTM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29113.5597330677,30238.7303206003,31016.2970119205,31991.187725369,33037.2404063379,34794.1251641605,36994.6788305624,38214.4400863422,38392.3113509343,39502.5806323398,41157.0124774422,42382.1165051287,43949.6361980388,45899.3720703915,47776.2355627049,49048.1857646769,50550.3823571741,52272.3423637691,54374.2320746336,53369.077027768,57677.4335233085,60059.8831672245,0
Guatemala,GTM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18452.0780092207,20458.8434439921,21633.1742742295,23581.1970440016,26764.5192201166,29735.3255703296,33546.5608127118,38404.9063301843,37188.8659920115,40652.4814981653,46853.7560580993,49564.4117302076,52953.9468317656,57828.1033409327,62150.6638150584,66009.1678485869,71592.5217668668,73270.345006147,77123.7877177895,77626.0961602527,86002.7093188567,94930.1739645153,0
Guinea,GIN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea,GIN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guinea-Bissau,GNB,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guyana,GUY,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Haiti,HTI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
High Income Countries,HIY,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,26417974.1516315,27691296.4195395,28772214.2930934,29603792.9581491,29990416.4877007,30593939.927317,30960013.1838665,31950481.765926,32816468.8638285,33835230.7200715,34975171.5752059,35907914.5885287,37100302.8710511,38600675.2572394,39183696.2714792,39769095.1373499,40546802.3946198,41797893.0950764,42949863.3892484,44233759.0921596,45414065.2022709,45562813.1591277,44000200.7006427,45292026.4817465,46124957.3396781,46698141.8575771,47341032.6146111,48278813.6667388,49374340.972874,50245425.4955726,51488152.2724562,52667473.9655112,53558555.9964734,51200025.2155367,53951222.7453383,55447687.194524,13980872.3969359
High Income Countries,HIY,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,14295428.6133494,16152043.0619532,16857623.4020204,18883270.3299117,20126290.0064033,21629500.0199856,21889520.3224203,23537099.7221812,26016849.4891567,26170346.7989307,25658302.738865,25792139.3723831,27103934.5452304,27553651.858993,27294813.6482404,28501643.9961644,31974389.2414078,35489854.4282854,37418392.4120697,39456384.0514994,43231035.3236665,45874868.9254395,43099297.672101,45104071.7679229,48631081.0857418,48501964.8270809,48976570.2279993,50077569.1326577,47205228.5733945,48412283.8083723,50658325.3340301,53765300.9344354,54246031.2611896,53082975.2701899,59053683.639788,60290330.9228991,15663600.7304004
Honduras,HND,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,10211.447826345,10489.5540097038,10883.3375059466,11378.2070036319,12087.3313355928,12818.7160344181,13660.5217272419,14505.8795044127,15119.7294661941,14752.0839491083,15302.4751102114,15889.4307190801,16545.4556985121,17007.3415558328,17527.4394692977,18200.506794114,18909.0375162919,19824.7763501594,20587.047906406,21133.2455016224,19238.6920072626,21650.0881356319,22515.6477941291,5686.81044467013
Honduras,HND,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,7196.05800713736,7658.76384502473,7860.39560137012,8241.45089348097,8870.24971118661,9761.19810208367,10917.7333354332,12361.2730982837,13886.7965613315,14589.5944186246,15839.481344271,17730.8763623219,18706.8256292662,18730.6812543234,20229.0974227327,21139.6825306929,21714.6516391008,23138.4924754954,24064.051763153,25023.3048816379,23773.5761822798,28431.7280231432,31553.1813388881,8302.54850321835
Hong Kong China,HKG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,103875.190785371,109798.104777059,116643.907161665,123877.255937556,131354.673560021,134472.70950428,140199.249647155,147349.083108034,138681.15516076,142157.394277516,153051.579476317,153909.893160331,156459.710921371,161241.576067411,175269.695543059,188218.887435577,201455.623244647,214479.39990733,219043.202738497,213656.80840271,228116.440028896,239099.636262616,243165.095063664,250706.989257179,257632.479580433,263784.349188952,269522.76401234,279754.12613524,287718.503796589,282906.608466772,264390.939273664,281422.273402662,271639.106865731,70638.2544433709
