Country,Country Code,Series,Series Code,1987 [1987],1988 [1988],1989 [1989],1990 [1990],1991 [1991],1992 [1992],1993 [1993],1994 [1994],1995 [1995],1996 [1996],1997 [1997],1998 [1998],1999 [1999],2000 [2000],2001 [2001],2002 [2002],2003 [2003],2004 [2004],2005 [2005],2006 [2006],2007 [2007],2008 [2008],2009 [2009],2010 [2010],2011 [2011],2012 [2012],2013 [2013],2014 [2014],2015 [2015],2016 [2016],2017 [2017],2018 [2018],2019 [2019],2020 [2020],2021 [2021],2022 [2022],2023 [2023]
Macao China,MAC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Macao China,MAC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Macedonia FYR,MKD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,7198.32594471826,6967.87488143353,7054.26354201225,7206.09065660427,7546.23700170466,7930.54802742976,8345.38054128585,8870.15569090018,9367.37596021013,9335.83730485487,9654.40889891684,9869.35725088772,9823.36907659231,10103.466046181,10466.0624687063,10859.3859899721,11165.6521286465,11290.0963605629,11609.94100534,12071.3735947595,11504.072074546,11970.2292018141,12234.3276583875,3107.48492037906
Macedonia FYR,MKD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,3816.02995256586,3748.36651261765,4044.961052273,5030.78403387856,5614.73490477872,6232.72353630611,6860.91436762491,8330.22126179799,9880.24902567201,9385.40941892168,9427.50975422602,10498.7056765915,9742.03737845707,10788.7187604528,11390.5362419141,10096.3568276142,10669.1722403782,11332.0010520724,12657.3694936727,12582.7895500928,12390.6833585743,13826.8917364522,13523.3988001133,3760.51114667823
Madagascar,MDG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Madagascar,MDG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197761.227343774,208805.359136967,221957.367531268,232682.93950802,229160.570343125,246666.138959211,259724.101537395,273939.969250424,286797.608804105,304024.573485164,319902.551503256,334137.717635199,353560.353132988,370683.758692832,387042.838140191,365922.21358668,377908.43439334,410876.929116508,104430.811770703
Malaysia,MYS,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,53467.2321171252,64421.899183323,72826.8380479648,81198.7203586593,96626.9000788036,109845.484254368,110338.580808168,78776.8572551007,86138.9900871681,102118.311316003,101065.752744641,109752.766205384,119995.155138729,135794.887804095,150233.725179489,170372.923652608,202711.831564821,242517.484958426,212040.478507328,259011.673764264,302343.998728941,318921.330108925,327614.260904532,342823.0776473,302319.189543714,301483.083247977,319428.476140981,359008.268645673,365115.454703926,337858.513255404,373691.114738646,407320.615569693,102384.637429915
Maldives,MDV,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Maldives,MDV,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mali,MLI,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malta,MLT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,7335.05041149086,7250.85764109713,7436.97472620268,7738.76533008366,7753.31248553671,8010.76468083588,8213.28530415371,8607.12480824161,8936.87113508655,8833.43237338573,9324.494191755,9370.2237621462,9754.76841106615,10286.6214909173,11072.4979804141,12135.0384108145,12542.1987929197,13907.1090943723,14793.9012427135,15811.3236019017,14457.940349257,16139.6635114798,17286.0571608979,4346.42131078819
Malta,MLT,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,3832.17564532243,3836.78787949261,4269.54164679007,5417.51635569064,6094.11402002538,6410.92109516309,6788.14551981832,7939.4482313508,9111.96407260984,8729.12308592174,9040.23434542043,9638.13965675174,9471.81379257164,10554.449256852,11616.691235192,11096.0010874352,11651.8052848971,13489.1343530762,15314.7256439737,15876.8508779501,15049.4669844798,17751.3505257526,17801.0019963594,4712.02781621257
Mauritania,MRT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritania,MRT,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mauritius,MUS,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,4566.36127914221,4910.42689978163,4849.44584181964,5085.68553863747,6090.41140589197,6910.11934592801,6838.65284978941,7179.84918489624,8332.75267194375,10169.8658739365,9286.2027364083,10132.0834235215,11683.1471703109,11810.276224206,12271.0109011626,13063.5358506973,11996.2494160517,12588.8417095427,13675.5161927199,14673.3464037061,14380.7988319676,11428.258785556,11469.7358437607,12837.4889081709,3336.55307986764
Mexico,MEX,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,572189.741846108,579434.170249224,603366.081326084,634526.062085356,661135.488499125,684733.529820509,702064.938677594,736695.24602277,690358.030729054,735449.153259571,787420.808937703,828317.472650626,851024.274302237,891054.132890237,889278.55596449,888854.609708933,901890.025241436,935247.044313043,958691.161806702,1001798.39256301,1024647.31491475,1034134.06146472,981613.732913682,1031927.7739179,1069815.26131085,1106541.34855793,1124032.89341516,1156133.39707873,1194446.00413759,1223059.82249455,1251619.52592733,1278940.79827623,1276558.08503269,1172341.43808997,1230285.68340455,1267174.04640004,323753.715858905
Mexico,MEX,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,169921.235495918,204423.622087844,245088.386099793,291071.585997105,352034.85271813,408399.266448292,501064.662337784,526552.03779175,360543.027282578,410470.948170356,500213.301317799,527124.047837366,601572.815460801,706943.919372344,757825.497865082,771681.555487457,729022.979184429,780765.213144648,878155.431946933,974640.652654139,1052251.74257989,1116240.65552228,902246.748111374,1058522.53031307,1180949.3776208,1201713.19563641,1275518.64588032,1314413.12320058,1171485.06737515,1075378.56559642,1163848.96778135,1224814.31803369,1269981.53967942,1097379.55746125,1275145.74959823,1416673.17084208,397414.503071543
Micronesia Fed. Sts.,FSM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Micronesia Fed. Sts.,FSM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Middle East & N. Africa developing,MNA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296619.685689733,310376.60646246,326143.553289236,342614.251999941,366203.439094635,388451.323254081,411306.429891713,429602.999326799,449712.332997629,453894.09111444,469425.198204804,481636.06812788,499193.710142781,517375.253736652,531941.693549677,555814.467570537,579493.945794652,604206.732687567,592138.79340977,632413.046704644,653226.726015584,0
Middle East & N. Africa developing,MNA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176490.04524471,179694.008412265,201423.349226473,224163.022100202,259505.793775312,310191.936830295,375556.896168233,402024.874231464,439452.024691174,465457.669441533,491414.525308468,504018.244667884,548575.836452675,547029.424661589,521074.071217447,442327.400319202,502092.269157898,568241.702421139,609095.039835184,694120.002760233,688290.347938238,0
Middle Income Countries,MIC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,6721868.23626099,7164296.8874008,7501064.64490385,7855261.46631788,8443343.14937218,8574149.82715791,8865317.49491778,9412446.42113359,9731600.20022211,10268748.9849581,10881099.2137612,11668655.8511619,12509138.3263261,13527735.7895369,14725603.7455734,15612680.9763736,15921939.7047041,17222389.8559488,18377047.0538288,19336595.8715853,20368834.823547,21308802.3602239,22164622.4218584,23065338.9454045,24213141.9110443,25385924.9602024,26384073.7428125,25950754.7431852,27899896.5034463,28831899.2253112,7421651.8231845
Middle Income Countries,MIC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,3754899.25769331,4335044.53273181,4844938.0733315,5270444.84111349,4986419.75901015,4767567.45346193,5205623.74231488,5254457.43360729,5407197.16707114,6079430.73102296,7186071.09314217,8549639.86357848,10125545.4695509,12579240.6600268,15216658.6798821,14691315.0474644,17930464.1987784,21314918.2880775,22675210.2300275,24331212.3596854,25052740.4649282,23779671.3273277,23876080.1418702,26207530.2770427,28149601.8605479,28795468.0672949,27841438.5986588,32993732.1375241,34834534.6706999,8945973.05963416
Moldova,MDA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Moldova,MDA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993.24477828596,2601.24821717798,2985.26220129457,3392.97427307463,4425.55726364831,6076.06518251911,5459.89704891993,6955.91988146312,8393.55304524682,8682.17254683057,9493.54585041247,9442.6371825139,7721.413225894,8062.89353094857,9695.4374638477,11293.6503197849,11928.4846891433,11559.6789841996,13650.7018491293,14413.2549367813,3960.0879348714
Mongolia,MNG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6272.67051991693,6906.6157172326,7687.48634681072,8852.22463266795,10380.9697506876,11598.5690957413,11778.5980277958,12454.2380675166,13393.1632178442,14163.4238078103,13508.3890818712,13830.9885141814,14391.3080065062,3785.95454735268
Mongolia,MNG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507.50131705732,3412.42339325254,4267.21886001169,5668.81802022936,4516.70967265755,7185.56932552606,10397.2358170227,12226.2681634922,12496.4235695893,12225.1538194691,11621.6158139739,11157.8370525278,11457.6691666372,13159.2254734691,14201.142725849,13410.4488828667,15658.9996398606,16853.7757463417,4796.67123230365
Morocco,MAR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,63222.6432177981,63557.4153947797,64569.7683771246,69445.9752244312,71748.8383651943,76280.9171667251,79943.3799585402,82325.1682488747,88713.4274297642,91020.8485578885,96412.3478710901,100503.861210044,104338.687892336,109811.991083969,113117.37155014,118247.746166355,120121.438812944,125340.21439456,125993.445951652,132366.112017884,136424.040186807,140367.898724663,130279.633329746,140610.431631096,142128.841157578,36083.3069454826
Morocco,MAR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,43107.6672612942,42714.3143261059,39782.6905354699,40560.6094973247,43490.4764069335,53526.2151578069,61171.6161030802,63926.5925288511,70547.507323636,84985.5075267235,99605.2097247069,99532.0451590625,100099.440283385,108842.927971715,105452.595825373,114664.09460918,119071.171327713,110596.340052,111542.566571137,118491.094294677,127391.154177812,128931.54030967,121616.670922027,142989.383518303,134328.197498582,0
Mozambique,MOZ,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mozambique,MOZ,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Myanmar,MMR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Namibia,NAM,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nepal,NPL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands,NLD,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,488205.438726076,510590.078406233,533467.341285439,555755.56945479,569378.648002245,578426.802256109,585738.228609838,603360.403797302,622990.051538536,641594.831712845,670509.040015262,701075.451057656,735615.865333138,767108.091020395,784995.728038983,786707.362532197,788379.375856586,802259.9920014,818747.681054859,848365.825456722,880342.750109265,899511.471586508,866471.378903844,877750.204962522,891249.137180994,882060.988130617,881326.675801738,893944.697366681,911441.405519534,930962.755399314,958904.924359906,981128.43795351,999770.197885389,960897.869151773,1020312.45321521,1065036.82858419,268220.785179262
Netherlands,NLD,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,264511.939010013,281062.729922996,279622.257422041,344417.641955013,353423.952001634,385753.224042161,357193.090890591,379875.120988948,437062.526467871,444993.738247521,417758.542054237,439660.295076537,447076.579767513,417249.632320429,431710.782200289,474111.896030255,580598.404136569,657930.675090955,684843.86390576,734657.626359643,849253.536694309,951068.242046168,870559.08908398,846932.919607021,904561.176170294,839167.180214447,877301.728982505,892069.59433819,766237.254905504,783264.490681068,835104.940212499,914675.158654311,909784.529987306,908883.080672023,1029344.53053578,1009068.05000992,272270.01314958
Netherlands Antilles,ANT,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Netherlands Antilles,ANT,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Caledonia,NCL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,57397.0758418398,77465.3328415429,78640.5139397423,79454.2660156575,77653.5622135444,78460.1572791173,82189.6753684701,87875.9200853974,91512.3970403008,94948.4777056209,97845.6354921686,98602.1314853457,103189.775114736,107340.125412214,109910.20782612,115538.480759275,120652.164648821,126140.160179268,129198.350698516,132464.810218725,137615.710562051,137093.9645081,137582.072613442,140469.926286545,142899.015596709,146664.318737773,149900.00311351,154832.614641397,161208.795155318,167849.069350869,174635.346557402,181891.839343422,187720.50856616,185675.750711376,196831.38273186,201363.20168058,50446.1873974348
New Zealand,NZL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,29329.6300646876,45382.4636991606,44117.1414532673,45824.5492596325,43563.1985209665,41596.0521067051,44870.9902295814,52919.7600445487,62225.3969113374,69111.0550297133,68755.5596654366,56768.5092419355,58862.1033037515,53982.1294367577,53077.6663618332,62121.6938060643,82491.2900453951,101650.291550144,113187.678046854,109698.305479339,134909.387016525,135096.739596373,121849.985144407,145439.941576087,167003.896795509,174937.667407238,186958.182717426,200011.819817154,176017.944287289,186040.625705639,203479.794983987,209305.398575959,210641.204498115,210305.843938701,249307.643533638,241347.502886732,62054.2323286255
Nicaragua,NIC,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7885.2002318287,8283.20068021584,8576.44617452972,8287.80182224058,8653.06073052174,9202.38070795333,9799.48496646888,10285.3889825267,10777.8230997551,11291.7763811775,11809.1474361714,12355.4071422738,11942.2101097512,11589.7514498736,11380.251311016,12565.0739058482,13039.579071576,3292.24053558656
Nicaragua,NIC,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840.64505535337,7414.39633498471,8494.69478130996,8294.39408247231,8748.33398435589,9767.3168273437,10524.9290470648,10987.1861308271,11874.6669305353,12798.5865587135,13288.8485173529,13781.3917289125,12994.9150876575,12649.7638646029,12651.1465326405,14166.2621010361,15650.6149061822,4105.56774052317
Niger,NER,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Niger,NER,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nigeria,NGA,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359888.47621236,377648.005739448,393689.787354199,414725.1946369,440863.68489605,452752.826936171,445650.727274573,449083.323375037,457752.158179866,467921.909056494,459448.137613189,476039.355060615,491623.657065499,124555.319199291
Nigeria,NGA,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366695.349756634,407958.918965085,456318.974083561,507335.585989019,544070.683114449,479407.334830685,409085.334784682,344439.219044987,356502.101302626,402936.174490263,403888.806101169,431402.16582633,473693.198359814,116988.698550691
Norway,NOR,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,250508.681871215,249945.283492701,252602.92026576,257426.813065992,265385.548940577,274877.702002937,282683.812039784,297059.705557324,309850.638452206,325378.241386967,342565.39974876,351687.299137208,359171.262706036,370877.635825251,378470.12695975,383796.997778717,387376.259802729,402775.290502699,413479.859694476,423871.302519339,436075.212961385,438031.572667617,429569.142893257,432944.951525689,437733.479802543,449660.057929675,454223.942736164,466265.491358328,474907.607273739,478252.203492824,492232.214795219,498116.327415757,503649.228798049,494162.230079178,514084.197190146,530386.383410235,134004.483299961
Norway,NOR,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,94307.097594589,101910.880034056,102576.132171783,120189.283270239,122163.760044104,130999.383206942,120421.247050859,127499.26527073,152076.623742862,163421.865010012,161412.017101673,154133.377318708,162306.375446485,171517.21213067,174346.610839389,197352.382283886,229522.172772941,265893.50952863,309730.834076612,347225.969337765,404569.630379687,470702.401519746,390171.13216366,431458.161961074,501420.549371834,512985.19866218,526014.380001746,503020.546560544,388937.335765493,371731.244794931,404573.738018182,441475.273377736,410198.508763755,367092.303604385,486446.453551826,578046.15126907,128879.447929951
Oman,OMN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Oman,OMN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pakistan,PAK,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Panama,PAN,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Papua New Guinea,PNG,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Paraguay,PRY,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,17190.2609748438,18388.9142887245,18674.2249012706,19467.9264124655,19506.5153225901,19209.5766484588,18781.0405685149,18641.508114937,18643.3585534643,19425.8336880355,20216.7321725426,20634.2980277399,21650.9651183386,22828.9493267952,24315.2159837546,24238.5958208873,26937.0238837887,28095.3327035159,27908.4797122431,30203.2782531707,31795.4382266132,32728.4706642853,34123.36966164,35743.1865371577,36884.5937704621,36739.6287573498,36400.1490631915,37914.2116620277,37944.7858980381,9853.57017197834
Paraguay,PRY,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,7997.21963304833,9481.28021115162,9846.7767261573,10018.9478530024,9341.50170707425,8836.6068649918,8838.90779054046,8541.1162982867,7260.5416553071,7669.06941588387,9631.03746268427,10741.9530648898,13480.8619876302,17915.5823340844,24852.2358932107,22376.2021904315,27161.2599726574,33791.7959176667,33283.587187461,38644.2187454725,40372.9333217107,36340.9386561698,36066.6362755411,38951.2755247219,40243.7945728676,37923.9133060961,35377.4513702249,39946.4324018041,41712.4508541151,10691.6760488657
Peru,PER,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120097.512678428,131072.298860885,132540.380844584,143537.083680592,152613.098048748,161962.078808406,171416.256392429,175533.608952657,181198.616583947,188328.191957434,192969.823397885,200545.68975342,205172.961411947,182933.378135873,207781.13089935,213352.357538321,52651.2318622172
Peru,PER,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102282.994451995,120719.281538205,121149.838345597,147492.493034778,171675.212162352,192551.873127706,200915.460999617,200641.214961438,189603.106396589,191728.605235661,210659.699625112,222060.772706386,228067.53375245,201338.603074962,223782.314559306,242861.468847573,63525.5592047793
Philippines,PHL,"GDP,constant 2010 US$,millions,seas. adj.,",NYGDPMKTPSAKD,81874.9904245564,87251.9528533203,92668.7476954384,95716.3107416432,95311.7302083289,95771.5662578559,97833.4843779729,102099.158268694,106815.555391845,113053.769567065,118907.794997369,118399.654607599,122048.61019811,125918.281380853,129725.076168746,134347.409488131,141246.329250625,150494.182923154,157892.80076981,166258.908435514,177010.2497856,184896.789896764,187631.859055246,201162.077773628,208888.40191647,223474.465112987,238609.040227125,253686.086681027,269538.392601334,288875.260788845,309123.00843303,328526.822335334,348431.288631343,315875.972852838,333401.83161375,358979.938235486,93785.5446718639
Philippines,PHL,"GDP,current US$,millions,seas. adj.,",NYGDPMKTPSACD,38406.0825811017,43798.4002060648,49202.3357102324,51435.1281112657,52760.5638472826,61176.6523402817,62168.1266231858,73593.9651437202,84608.6728098626,94617.0263332067,94744.6231651296,74735.0790123297,85556.0142303944,83825.126889805,78938.3724870986,84251.5119314649,86914.6544071424,94870.351580821,107365.965605673,127704.514315838,156364.735183013,181171.063592541,176028.223395607,208480.884367933,234150.422907894,261902.678174841,283484.061027781,297024.568549934,305901.070299872,318057.366897385,327816.442366998,345874.086294345,376418.565432735,362076.650972943,393355.628138435,403762.279382238,108573.112279162
